# C1_Time_[h],C1_mass_A_[g],C1_mass_B_[g],C2_Time_[h],C2_mass_A_[g],C2_mass_B_[g],C3_Time_[h],C3_mass_A_[g],C3_mass_B_[g],C4_Time_[h],C4_mass_A_[g],C4_mass_B_[g],C5_Time_[h],C5_mass_A_[g],C5_mass_B_[g]
22,2.41584171929677,0.666895964159715,22,2.1353634643734,0.710168894516541,22,2.12192747952473,0.674693506953242,22,2.27047500673265,0.712689361317537,26,2.30989807655114,0.900350752858802
23,2.47471848885757,0.675221041416129,23,2.17617184626041,0.709033109067681,23,2.16046649732372,0.675509742849402,23,2.32906678019142,0.724858302348563,27,2.35156494561152,0.906366468671347
24,2.50263113430468,0.680212064349352,24,2.22113002312179,0.712788790956136,24,2.20329420381345,0.676128519983375,24,2.3753526841807,0.724337384275275,28,2.39510245557079,0.909154782386313
25,2.54427627718756,0.687191231195522,25,2.26056164453873,0.71682473059815,25,2.24723624817205,0.67642966748124,25,2.40957870387426,0.725241662320383,29,2.43419848905939,0.912866470013614
26,2.58517783731026,0.693898059602886,26,2.30407033114218,0.724590454581634,26,2.293643082176,0.678333584868255,26,2.46118298230808,0.731666862931604,30,2.46642044997964,0.917677482716866
27,2.61701206523119,0.698465387793498,27,2.34479972737192,0.727176721814549,27,2.33605847617275,0.680028889668919,27,2.49463136229909,0.73091235131211,31,2.49338557003836,0.920371621826522
28,2.65267634187412,0.703685584426949,28,2.37827264426569,0.731328411572542,28,2.3801990440288,0.683494567223667,28,2.52766707563518,0.732400469074591,32,2.52600702904692,0.924169318175629
29,2.69425490011051,0.708995148496779,29,2.41562602372435,0.733473970464185,29,2.41827624811901,0.682395073200224,29,2.57248985700515,0.73641555191462,33,2.55223219946346,0.923832670612012
30,2.72973220782823,0.713371757245094,30,2.45553431008402,0.738046742150446,30,2.45525723174921,0.685486821832312,30,2.61645498400844,0.737930062864959,34,2.57427530185156,0.927251215247185
31,2.74936935414476,0.717497111401914,31,2.49403854697027,0.741386100602478,31,2.48827327817827,0.688412546138033,31,2.64658433378886,0.737771700824433,35,2.59813149940897,0.931526544826515
32,2.77660949135987,0.723205562398764,32,2.52894209187014,0.739174408157525,32,2.52320727779369,0.690859021743689,32,2.67004378882777,0.737951154502368,36,2.6229670098723,0.933362738083112
33,2.80057355777096,0.729070314330049,33,2.56215174953422,0.742344665852126,33,2.55622680036455,0.69105279516336,33,2.69642244910727,0.739253980943453,37,2.64450383007458,0.935139112621751
34,2.81973950416041,0.733868655108255,34,2.59630839390335,0.743784742744213,34,2.57985145871771,0.690411278807449,34,2.71944290236611,0.741732658205157,38,2.66372530517993,0.93340231068804
35,2.84351540907086,0.738148409335387,35,2.62667070282557,0.747112327561534,35,2.61013343097751,0.69301518485182,35,2.73935101362895,0.745024401542427,39,2.67506445331254,0.935823313615893
36,2.86362763070611,0.742624249102624,36,2.6483326466425,0.75116932710898,36,2.63440245049995,0.696169246739696,36,2.75753061820824,0.744896300293902,40,2.69690919731116,0.937776102379999
37,2.88480829339292,0.744768984258876,37,2.66930552295063,0.753896731058153,37,2.65768000476571,0.700055460253126,37,2.77843292986721,0.749418801219157,41,2.7051955185717,0.938613928405031
38,2.91004604838478,0.748608328439164,38,2.69576941046648,0.758195355214601,38,2.67238367700704,0.699721335736971,38,2.80387822664183,0.749877036982026,42,2.71580749302835,0.941397649659796
39,2.93252114439242,0.751317241851922,39,2.71437371531082,0.759505162271566,39,2.69721707885853,0.704587298555642,39,2.81731157860432,0.748191289770702,43,2.74249960115023,0.938290501126288
40,2.95677945878165,0.752183705622051,40,2.73764575394264,0.755907922300919,40,2.71148646745827,0.703775168731687,40,2.83167826781403,0.750491429891742,44,2.75578332326816,0.936587818117518
41,2.98037640166258,0.750771379926119,41,2.75090232212041,0.757327930461915,41,2.73667039067831,0.709200391456415,41,2.84964733722476,0.750240944365867,45,2.7644543126678,0.934746111808305
42,2.99759164077132,0.753034247189737,42,2.7696005234153,0.755524356371216,42,2.75070694117451,0.707672998264544,42,2.86296122015251,0.752764701816104,46,2.78138121186721,0.931886919828065
43,3.01774545118132,0.752816777911346,43,2.79120055796054,0.752641848170395,43,2.76488545431056,0.710576264349932,43,2.87837237909118,0.753141565012921,47,2.79515520228215,0.930261830864066
44,3.03278074287606,0.754070969096775,44,2.80746151802546,0.752925490546947,44,2.7804571701792,0.711702514077917,44,2.89218825094246,0.749749403121204,48,2.82444577879048,0.926060980227149
45,3.04736776027861,0.753366802362213,45,2.82947006348542,0.75207794790337,45,2.79245145661783,0.712683119589483,45,2.90775515950836,0.750518551967109,54,2.89238389776874,0.914924113707847
46,3.05949835790765,0.754502577772542,46,2.85196762173057,0.748109731097484,46,2.80261523253223,0.714462836641242,46,2.92521458699251,0.748957517795214,60,2.92237864498369,0.909293732867524
47,3.07274784815962,0.753738667290103,47,2.86708250718516,0.746701628276091,47,2.81875726621739,0.712480324397665,47,2.94988868553172,0.746996494225646,66,2.95009355790447,0.905827562269452
48,3.08509348756595,0.75481095690178,48,2.88154948405725,0.746317982972243,48,2.84208526248248,0.715750988668449,48,2.96771436589537,0.743631468014322,72,2.97550905047749,0.905007254708864
54,3.13230990363413,0.757607385097322,54,2.95685069220537,0.73992249305674,54,2.9399139188124,0.713694475359777,54,3.05019685760244,0.733209878262729,78,2.99128311486755,0.909953007759086
60,3.16704919237,0.753207437087631,60,3.01266136815704,0.738623102486609,60,3.03141164993918,0.709517921890673,60,3.08691758983345,0.734722028387416,84,3.00378142503001,0.9153810692596
66,3.18481776095414,0.757691494614077,66,3.05743075201894,0.74870525621828,66,3.08908350899555,0.708901951958483,66,3.10847448574497,0.740194172458252,,,
72,3.20158509654826,0.763006229565847,72,3.07467577489364,0.759858735336872,72,3.13216640364658,0.715149887882765,72,3.12633455638484,0.745658329133965,,,
78,3.22052230047834,0.76928659624139,78,3.09311897219912,0.77490512489982,78,3.15967550888178,0.722416896497416,78,3.1374118373705,0.753053430017157,,,
84,3.22697357621963,0.782602493224464,84.0833333333333,3.10356632331998,0.79229504750318,84,3.17261258065003,0.735763353273248,84,3.14277154008751,0.760164996233568,,,
